id,name,countries,degree_of_endangerment,number_of_speakers,latitude,longitude
1048,Hinukh,Russian Federation,Definitely endangered,548,42.1801,45.977
2656,Anuki,Papua New Guinea,Definitely endangered,542,-9.6522,149.7656
1294,Imeraguen,Mauritania,Definitely endangered,534,18.9166,-15.996
1122,Narpa,Nepal,Definitely endangered,533,28.7315,84.261
1357,Akatek (Mexico),Mexico,Vulnerable,532,16.7823,-93.1061
2354,Naskapi,Canada,Vulnerable,525,54.903,-66.802
1038,Archi,Russian Federation,Definitely endangered,524,41.9839,46.8127
647,Yawanawá,Brazil,Vulnerable,519,-10.8333,-70.0927
1175,Raute,Nepal,Severely endangered,518,28.9744,80.7969
1080,Seri,Mexico,Vulnerable,518,29.2333,-112.2
1267,Western Popoloc,Mexico,Severely endangered,516,18.4141,-98.0176
872,Yaqui (United States of America),United States of America,Definitely endangered,510,32.1158,-111.0638
1451,Kalapalo,Brazil,Vulnerable,506,-12.1574,-53.2521
491,Nganasan,Russian Federation,Severely endangered,505,72.816,91.582
2719,Jakaltek (Mexico),Mexico,Severely endangered,504,16.3137,-93.2084
951,Zapotec of San Antonino el Alto,Mexico,Definitely endangered,504,16.8166,-97.0333
550,Purum,India,Critically endangered,503,24.3521,93.5925
546,Aheu,Lao People's Democratic Republic,Definitely endangered,500,18.4333,104.5
752,Amahuaca,Peru,Severely endangered,500,-10.8764,-72.29
86,Anfillo,Ethiopia,Critically endangered,500,8.5049,34.7415
1514,Arbanasi,Croatia,Severely endangered,500,44.0994,15.2545
681,Baniva,Venezuela (Bolivarian Republic of),Severely endangered,500,2.8333,-67.5219
2169,Bataan Ayta,Philippines,Definitely endangered,500,14.4324,120.4788
1041,Bats,Georgia,Severely endangered,500,42.0982,45.0878
965,Black Mountain,Bhutan,Definitely endangered,500,27.1955,90.43
2615,Busoa,Indonesia,Vulnerable,500,-5.5722,122.6074
1004,Chong,"Cambodia, Thailand",Severely endangered,500,12.9506,102.0374
43,Domaaki,Pakistan,Severely endangered,500,36.0979,73.9627
522,Ganan,Myanmar,Severely endangered,500,24.2317,95.3778
1032,Havasupai,United States of America,Definitely endangered,500,36.2429,-112.6897
1007,Kensiw (Thailand),Thailand,Severely endangered,500,7.1712,99.7915
2206,Khmin,China,Vulnerable,500,22.0469,100.8065
1050,Khvarshi,Russian Federation,Definitely endangered,500,42.3417,46.1212
2487,Kundal Shahi,"India, Pakistan",Definitely endangered,500,34.55,73.8833
2242,Laghuu,Viet Nam,Definitely endangered,500,23.6166,105.6833
532,Laha (Lao Cai),Viet Nam,Definitely endangered,500,22.0333,103.75
2197,Laha (Son La),Viet Nam,Definitely endangered,500,21.4666,103.75
1404,Langa,Cameroon,Severely endangered,500,6.5404,11.6427
2682,Laxudumau,Papua New Guinea,Vulnerable,500,-2.8922,151.2467
1394,Majera,Cameroon,Critically endangered,500,11.3231,14.9839
772,Maliseet-Passamaquoddy,United States of America,Severely endangered,500,44.9572,-67.0496
1543,Mikasuki,United States of America,Vulnerable,500,26.3202,-80.9877
1299,Mlomp,Senegal,Critically endangered,500,12.7421,-16.4904
2560,Onin,Indonesia,Vulnerable,500,-2.9745,132.2383
2561,Ormu,Indonesia,Vulnerable,500,-2.5136,140.6675
306,Palikur (French Guyana),French Guiana (France),Severely endangered,500,3.908,-51.9873
1918,Pemon (Brazil),Brazil,Vulnerable,500,4.664,-60.216
996,Quechua of Chachapoyas,Peru,Critically endangered,500,-6.2606,-77.7722
2449,Samatu,China,Critically endangered,500,24.2105,98.9655
1163,Seke,Nepal,Vulnerable,500,28.9282,83.8249
2056,Siona / Secoya (Colombia),Colombia,Critically endangered,500,0.493,-76.2464
414,South Saami,"Norway, Sweden",Severely endangered,500,64.2063,13.4802
2567,Taikat,Indonesia,Definitely endangered,500,-2.8429,140.846
2319,Taloki,Indonesia,Definitely endangered,500,-4.5928,122.8628
1644,Tamki,Chad,Critically endangered,500,11.48,18.2125
1866,Tawahka,Honduras,Severely endangered,500,15.3602,-85.1373
1003,Thavung (Thailand),Thailand,Severely endangered,500,17.3168,103.5142
2322,Tomadino,Indonesia,Definitely endangered,500,-2.5836,121.9729
2619,Toratán,Indonesia,Definitely endangered,500,1.0354,124.7985
1292,Tunisian Judeo-Arabic (Tunisia),Tunisia,Critically endangered,500,33.8795,10.0634
1890,Ulwa,Nicaragua,Severely endangered,500,12.8894,-83.5779
1472,"Ute (Colorado, Ute Mountain)",United States of America,Severely endangered,500,37.2105,-108.7223
237,Walmajarri,Australia,Definitely endangered,500,-19.9939,125.5297
321,Warekena (Venezuela),Venezuela (Bolivarian Republic of),Severely endangered,500,2.5479,-67.2802
64,Boguru,"Democratic Republic of the Congo, Sudan",Critically endangered,494,4.3902,29.2016
1937,Pukobyê,Brazil,Vulnerable,494,-5.3316,-46.7138
2255,Swoeng,Lao People's Democratic Republic,Definitely endangered,492,15.3333,106.75
1730,Wali,Sudan,Critically endangered,487,11.9372,29.3005
1667,Gavião do Pará,Brazil,Vulnerable,476,-5.1784,-48.999
2352,Malecite,"Canada, United States of America",Definitely endangered,475,46.8023,-67.6686
1915,Ninam (Brazil),Brazil,Vulnerable,466,3.1185,-62.9736
1626,Zoró,Brazil,Vulnerable,464,-10.9519,-61.0729
1917,Sanema (Brazil),Brazil,Vulnerable,462,2.8113,-63.0615
935,Ixtenco Otomí,Mexico,Severely endangered,461,19.2495,-97.8943
1533,Ottawa (Michigan),United States of America,Critically endangered,459,43.5971,-84.7752
1756,Kanela Apaniekra,Brazil,Vulnerable,458,-6.2716,-46.1865
2347,Satawal,Micronesia (Federated States of),Severely endangered,458,7.3406,147.041
956,Chatino of Zacatepec,Mexico,Definitely endangered,453,16.1333,-97.35
2527,Demisa,Indonesia,Definitely endangered,450,-2.7016,136.6699
899,Koasati (Louisiana),United States of America,Definitely endangered,450,30.4855,-92.8494
1544,Koasati (Texas),United States of America,Definitely endangered,450,30.7155,-94.6965
730,Nanti,Peru,Vulnerable,450,-11.6629,-72.6965
82,Shabo,Ethiopia,Severely endangered,450,7.327,35.2935
750,Sharanahua,Peru,Severely endangered,450,-10.3365,-70.9277
653,Siona  Secoya (Peru),Peru,Definitely endangered,450,-0.5712,-74.8828
2653,Tolomako,Vanuatu,Definitely endangered,450,-15.1834,166.8438
1820,Enawenê-Nawê,Brazil,Vulnerable,445,-12.5223,-59.7656
1029,Valle Nacional Chinantec,Mexico,Definitely endangered,442,17.7747,-96.3034
598,Gavião de Rondônia,Brazil,Vulnerable,436,-10.4445,-61.6992
1500,Tabasco Náhuatl,Mexico,Critically endangered,434,18.0026,-93.3722
2703,Sera,Papua New Guinea,Severely endangered,432,-3.0033,141.9158
1921,Yecuana (Brazil),Brazil,Vulnerable,430,2.8552,-63.3251
1331,Alabugat Tatar,Russian Federation,Definitely endangered,422,45.4447,47.0324
950,"Zapotec of the Southern mountains, eastern lowlands",Mexico,Definitely endangered,420,16.2,-96.7
931,Western Otomí,Mexico,Severely endangered,415,19.4335,-100.3456
282,Moose Cree,Canada,Vulnerable,405,52.2827,-81.6276
937,Tlahuica,Mexico,Severely endangered,405,18.9664,-99.4137
616,Katukina do Acre,Brazil,Severely endangered,404,-6.4899,-69.2578
2264,Abai Sungai,Malaysia,Definitely endangered,400,5.587,118.3695
1999,Barasana (Colombia),Colombia,Critically endangered,400,0.0769,-70.3894
1403,Beezen,Cameroon,Severely endangered,400,6.7518,10.0744
66,Buga,Sudan,Critically endangered,400,8.2495,25.7574
1456,Cheyenne (Oklahoma),United States of America,Severely endangered,400,35.6022,-97.9766
1345,Cimbrian,Italy,Definitely endangered,400,45.867,11.4268
10,Cobiana,"Guinea-Bissau, Senegal",Critically endangered,400,12.4017,-16.3229
449,Dagur (Amur),China,Critically endangered,400,49.5252,127.5402
101,Dahalo,Kenya,Severely endangered,400,-2.2625,40.7537
293,Émérillon,French Guiana (France),Severely endangered,400,2.8991,-52.8881
671,Gagauz (Maritime),"Bulgaria, Romania",Severely endangered,400,43.2932,27.9602
1415,Hijuk,Cameroon,Critically endangered,400,4.2861,10.4919
1821,Hobyot,"Oman, Yemen",Severely endangered,400,16.6388,53.0612
359,Inari Saami,Finland,Severely endangered,400,68.8446,27.2817
363,Istriot,Croatia,Severely endangered,400,45.0541,13.7246
2305,Kalao,Indonesia,Definitely endangered,400,-7.3134,121.0034
1510,Kamaiurá,Brazil,Vulnerable,400,-12.1655,-53.4292
769,Kickapoo (Kansas),United States of America,Severely endangered,400,39.6972,-95.7089
1527,Kickapoo (Oklahoma),United States of America,Severely endangered,400,35.4245,-97.0713
1528,Kickapoo (Texas),United States of America,Severely endangered,400,28.6147,-100.4386
873,Kiowa,United States of America,Severely endangered,400,35.1016,-98.6197
2307,Koroni,Indonesia,Definitely endangered,400,-2.6412,121.9894
1200,Lamongse,India,Critically endangered,400,7.3134,93.6968
1392,Ndunda,Nigeria,Severely endangered,400,6.9482,10.9698
859,Northern Paiute (Nevada),United States of America,Definitely endangered,400,41.9979,-117.7193
549,Pupeo,China,Definitely endangered,400,23.1666,105.1
705,Rapa,French Polynesia (France),Severely endangered,400,-27.8973,-143.5034
2419,Red Gelao (China),China,Critically endangered,400,26.2553,105.8571
2701,Sengseng,Papua New Guinea,Vulnerable,400,-6.0681,150.2792
1914,Sirionó,Bolivia (Plurinational State of),Severely endangered,400,-14.557,-63.7316
2320,Talondo,Indonesia,Definitely endangered,400,-2.3723,119.3774
751,"Yaminahua (Bolivia, Peru)","Bolivia (Plurinational State of), Peru",Severely endangered,400,-10.7469,-71.7297
969,Mixtec of Zapotitlán,Mexico,Severely endangered,396,18.3333,-97.4666
1977,Sanema (Venezuela),Venezuela (Bolivarian Republic of),Vulnerable,393,4.4669,-64.1931
1409,Ts'ixa,Botswana,Definitely endangered,390,-18.9894,23.692
1843,Pirahã,Brazil,Vulnerable,389,-6.9264,-61.1279
968,Mixtec of San Pedro Tidaá,Mexico,Severely endangered,384,17.35,-97.3833
2423,Yerong,China,Severely endangered,380,23.0732,106.0789
1882,A'ingae / Cofan (Colombia),Colombia,Severely endangered,379,0.4525,-76.9191
258,Halkomelem,"Canada, United States of America",Severely endangered,375,48.7715,-123.6678
1237,Yudja,Brazil,Vulnerable,362,-10.956,-53.3235
1238,Kisêdjê,Brazil,Vulnerable,351,-11.5795,-53.031
2488,Auye,Indonesia,Vulnerable,350,-3.5627,135.9915
2519,Awyi,Indonesia,Vulnerable,350,-2.943,140.6359
2640,Bierebo,Vanuatu,Vulnerable,350,-16.6539,168.1539
2533,Fayu,Indonesia,Vulnerable,350,-3.1,136.8
2643,Labo,Vanuatu,Vulnerable,350,-16.4492,167.4481
1512,Mra,"China, India",Critically endangered,350,28.3914,93.3837
1868,Myky,Brazil,Vulnerable,350,-12.5331,-59.5019
1191,Na,"China, India",Critically endangered,350,28.4638,93.3041
1839,Nadëb,Brazil,Definitely endangered,350,-1.9771,-67.0166
2318,Taje,Indonesia,Critically endangered,350,-0.747,120.086
1849,Tenharim,Brazil,Severely endangered,350,-8.4071,-61.1499
303,Mako,Venezuela (Bolivarian Republic of),Critically endangered,345,4.2149,-65.7421
430,Barām,Nepal,Critically endangered,342,28.041,84.629
1239,Ikpeng,Brazil,Vulnerable,342,-11.7376,-53.616
357,Gardiol,Italy,Severely endangered,340,39.4658,15.9933
1760,Araweté,Brazil,Vulnerable,339,-5.1347,-52.3388
926,Northern Pame,Mexico,Definitely endangered,337,21.9955,-99.6458
2388,Thompson,Canada,Severely endangered,335,50.1909,-120.8431
2611,Serili,Indonesia,Vulnerable,328,-8.1136,129.9023
2676,Kaningara,Papua New Guinea,Vulnerable,327,-4.5784,143.3612
914,Misantla Totonac,Mexico,Critically endangered,325,19.865,-96.7755
2492,Nemi,New Caledonia (France),Definitely endangered,325,-20.6494,164.6878
1621,Nambiquara do Norte,Brazil,Vulnerable,323,-11.8028,-59.8095
1810,Matís,Brazil,Vulnerable,322,-6.1405,-70.664
1240,Wauja,Brazil,Vulnerable,321,-12.2554,-53.5899
2330,Benggoi,Indonesia,Definitely endangered,320,-3.0748,130.0918
614,Karitiana,Brazil,Vulnerable,320,-9.7307,-64.0942
761,Apalai,Brazil,Vulnerable,317,1.2084,-55.1074
141,Kwak'wala,"Canada, United States of America",Critically endangered,315,50.7338,-127.4982
910,Southern Zoque,Mexico,Definitely endangered,312,16.7138,-93.1194
446,Tilung,Nepal,Definitely endangered,310,27.1501,86.5077
1682,Opuuo,Ethiopia,Critically endangered,307,8.3202,33.8873
642,Panará,Brazil,Vulnerable,306,-9.449,-54.5965
1690,Aka,India,Critically endangered,300,11.0112,34.2333
1417,Bakole,Cameroon,Critically endangered,300,4.5764,8.8439
2088,Bathari,Oman,Critically endangered,300,17.8846,55.5853
592,Brokkat,Bhutan,Definitely endangered,300,27.5618,90.6152
2669,Duwet,Papua New Guinea,Vulnerable,300,-6.4763,146.8377
2168,Faire Atta,Philippines,Severely endangered,300,18.027,120.4929
2418,Green Gelao (China),China,Critically endangered,300,27.7022,106.0952
524,Green Gelao (Viet Nam),Viet Nam,Critically endangered,300,23.1333,105.25
1884,Guatuso,Costa Rica,Severely endangered,300,10.6723,-84.8256
187,Gupapuyngu,Australia,Vulnerable,300,-12.6624,136.549
364,Istro-Romanian,Croatia,Severely endangered,300,45.3907,14.436
787,Jicarilla Apache,United States of America,Severely endangered,300,36.9336,-106.9984
2674,Kandas,Papua New Guinea,Vulnerable,300,-4.4121,152.7868
1421,Kangjia,China,Severely endangered,300,36.0757,102.2991
1618,Kaxarari,Brazil,Critically endangered,300,-9.5682,-66.1596
2546,Kwansu,Indonesia,Vulnerable,300,-2.5383,140.2061
2548,Legenyem,Indonesia,Vulnerable,300,-0.3186,130.7345
1775,Mandaic,"Iran (Islamic Republic of), Iraq",Critically endangered,300,31.3348,48.7023
706,Mangareva,French Polynesia (France),Severely endangered,300,-23.1226,-134.978
14,Mani,"Guinea, Sierra Leone",Critically endangered,300,9.1129,-13.2165
2193,Maniq,Thailand,Definitely endangered,300,7.35,99.9333
1397,Mono,Cameroon,Critically endangered,300,8.6679,14.1723
1466,Northern Paiute (Oregon),United States of America,Critically endangered,300,43.5883,-119.0595
2256,Phong,Lao People's Democratic Republic,Definitely endangered,300,18.3333,105
1632,Shanenawa,Brazil,Vulnerable,300,-8.1014,-70.2129
2699,Sissano,Papua New Guinea,Critically endangered,300,-3.0129,142.0491
412,Skolt Saami,"Finland, Norway, Russian Federation",Severely endangered,300,69.5333,28.6269
2569,Tarpia,Indonesia,Severely endangered,300,-2.3723,140.0317
2570,Tause,Indonesia,Vulnerable,300,-2.8744,136.2469
2080,Thaayorre,Australia,Definitely endangered,300,-15.0867,141.7167
278,Tlingit (United States of America),United States of America,Critically endangered,300,58.334,-133.7475
1863,Tol,Honduras,Critically endangered,300,15.293,-87.1416
417,Tsakonian,Greece,Critically endangered,300,37.1712,22.7911
313,Tuahka,Nicaragua,Severely endangered,300,13.838,-84.4409
1471,Ute (Utah),United States of America,Severely endangered,300,40.2329,-109.8223
1593,Vedda,Sri Lanka,Definitely endangered,300,7.346,81.3935
2509,Vera'a,Vanuatu,Definitely endangered,300,-13.872,167.4323
2700,Warapu,Papua New Guinea,Severely endangered,300,-2.9876,141.9838
2325,Waru,Indonesia,Definitely endangered,300,-3.4393,121.9921
324,Yawarana,Venezuela (Bolivarian Republic of),Severely endangered,300,5.3863,-66.0058
2712,Yimas,Papua New Guinea,Severely endangered,300,-4.6038,143.6077
934,Tilapa Otomí,Mexico,Severely endangered,292,18.8923,-99.2986
1842,Paumarí,Brazil,Severely endangered,290,-5.8947,-64.5996
1700,Wayana (Brazil),Brazil,Vulnerable,288,1.3182,-55.2612
284,Achagua,Colombia,Severely endangered,283,4.434,-70.8837
1755,Guajá,Brazil,Vulnerable,283,-3.4914,-46.2963
1319,Maniwaki Algonquin,Canada,Severely endangered,280,46.3392,-76.0485
898,Alabama,United States of America,Definitely endangered,275,30.7158,-94.7028
846,Cocopa (Arizona),United States of America,Severely endangered,275,32.608,-114.6497
1637,Miltu,Chad,Critically endangered,272,10.2149,17.3913
1665,Arara do Pará,Brazil,Vulnerable,271,-3.7546,-52.976
2673,Kaki Ae,Papua New Guinea,Vulnerable,266,-7.9653,145.7858
2356,Nisga'a,Canada,Severely endangered,265,55.2035,-129.07
946,"Zapotec of the Valleys, central",Mexico,Severely endangered,257,16.85,-96.6666
2662,Bosilewa,Papua New Guinea,Vulnerable,250,-9.449,150.661
2058,Caquinte Campa,Peru,Definitely endangered,250,-11.146,-73.4765
263,Gwich'in (Canada),Canada,Severely endangered,250,67.4407,-134.8272
2335,Kaibobo,Indonesia,Definitely endangered,250,-3.1843,128.1829
2672,Kaiep,Papua New Guinea,Vulnerable,250,-3.6666,143.8166
2582,Kaiy,Indonesia,Vulnerable,250,-2.943,138.1777
2421,Laji,China,Critically endangered,250,22.5304,105.885
2505,Lehali,Vanuatu,Vulnerable,250,-13.5205,167.2998
138,Lillooet,Canada,Severely endangered,250,50.3326,-122.6789
2506,Löyöp,Vanuatu,Vulnerable,250,-13.5311,167.3368
228,Nyangumarta,Australia,Vulnerable,250,-20.016,120.4101
2227,Pear,Cambodia,Severely endangered,250,12.4666,102.65
552,Ruc,"Lao People's Democratic Republic, Viet Nam",Definitely endangered,250,17.6833,105.7833
2564,Sause,Indonesia,Severely endangered,250,-3.1706,139.7515
911,Texistepecan,Mexico,Severely endangered,250,17.8941,-94.8163
889,Winnebago (Nebraska),United States of America,Severely endangered,250,42.2475,-96.4722
1550,Winnebago (Wisconsin),United States of America,Severely endangered,250,44.2986,-90.8508
945,Zapotec of San Bartolo Yautepec,Mexico,Severely endangered,246,16.4333,-95.9666
967,Mixtec of San Miguel Piedras,Mexico,Severely endangered,243,17,-97.05
253,North Alaskan Inupiaq (Canada),Canada,Severely endangered,240,68.3217,-133.532
318,Waiwai (Guyana),Guyana,Vulnerable,240,1.5598,-58.5131
1888,As,Indonesia,Vulnerable,230,-0.736,131.7727
2380,Siglitun,Canada,Severely endangered,230,69.4386,-132.9998
1366,K'iche' (Mexico),Mexico,Definitely endangered,226,19.3482,-90.7177
725,Paipai,Mexico,Severely endangered,226,29.65,-115.1333
2670,Garuwahi,Papua New Guinea,Definitely endangered,225,-10.2284,150.4083
876,Picuris,United States of America,Vulnerable,225,36.1914,-105.7151
2498,Neku,New Caledonia (France),Severely endangered,221,-21.5169,165.4568
2499,Tiri,New Caledonia (France),Definitely endangered,221,-21.6141,165.7836
1420,Danisi,Botswana,Critically endangered,220,-19.4769,25.2136
2332,Emplawas,Indonesia,Definitely endangered,220,-8.0374,129.7375
966,Mixtec of the northeast lowlands,Mexico,Severely endangered,220,17.5333,-97.35
2689,Musom,Papua New Guinea,Definitely endangered,219,-6.5391,146.9119
2495,Pwaamèi,New Caledonia (France),Definitely endangered,219,-20.8767,164.7413
949,"Zapotec of the Valleys, west",Mexico,Definitely endangered,211,16.2666,-96.8833
1617,Karo,Brazil,Vulnerable,208,-10.5749,-61.5893
723,Cocopa (Mexico),Mexico,Definitely endangered,206,32.25,-115.25
1793,Korúbo,Brazil,Vulnerable,205,-5.8346,-70.9277
1688,Aja,Sudan,Critically endangered,200,8.6136,25.2465
167,Antakirinya,Australia,Definitely endangered,200,-26.7848,134.2968
516,Bana,Lao People's Democratic Republic,Severely endangered,200,20.4836,100.3161
2275,Baras,Indonesia,Severely endangered,200,-1.8838,119.3774
2166,Batak,Philippines,Definitely endangered,200,10.1081,119
51,Birri,Central African Republic,Critically endangered,200,5.4902,26.8505
2522,Bonggo,Indonesia,Severely endangered,200,-2.2461,139.5208
147,Central Siberian Yupik (Chukotka),Russian Federation,Severely endangered,200,64.546,-173.128
520,Chawte,Myanmar,Definitely endangered,200,24.1918,94.2736
2290,Che Wong,Malaysia,Definitely endangered,200,3.6271,102.1907
29,Defaka,Nigeria,Critically endangered,200,4.538,7.5311
2668,Doga,Papua New Guinea,Definitely endangered,200,-9.6278,149.8384
2511,Dorig,Vanuatu,Definitely endangered,200,-14.3236,167.5669
720,Dukha,Mongolia,Severely endangered,200,51.9307,98.9318
2641,Emae,Vanuatu,Vulnerable,200,-17.0567,168.3956
2532,Erokwanas,Indonesia,Vulnerable,200,-2.8113,132.6708
1841,Gowro,Pakistan,Severely endangered,200,35.0254,72.9341
439,Hayu,Nepal,Critically endangered,200,27.2912,86.0696
882,Hidatsa,United States of America,Definitely endangered,200,47.7321,-102.6758
360,Ingrian,Russian Federation,Severely endangered,200,59.7397,28.7017
191,Iwaidja,Australia,Vulnerable,200,-11.4592,132.55
2334,Kadai,Indonesia,Definitely endangered,200,-1.7465,125.2606
2336,Kao,Indonesia,Definitely endangered,200,1.1479,127.8204
1683,Karo,Ethiopia,Critically endangered,200,5.2003,36.0681
1732,Kelo,Sudan,Critically endangered,200,9.4463,34.0219
2635,Kokota,Solomon Islands,Vulnerable,200,-8.0347,159.1781
2544,Koneraw,Indonesia,Vulnerable,200,-8.3854,137.9415
1790,Koroshi,Iran (Islamic Republic of),Critically endangered,200,29.8978,52.6574
2684,Magori,Papua New Guinea,Vulnerable,200,-10.2554,149.2108
210,Maung,Australia,Vulnerable,200,-11.913,133.7255
1508,Mehináku,Brazil,Vulnerable,200,-12.5423,-53.2403
148,Moghol,Afghanistan,Critically endangered,200,34.3569,61.5875
2198,Ningalami,Afghanistan,Severely endangered,200,35.2355,71.51
2171,Northern Alta,Philippines,Severely endangered,200,15.7162,121.4085
2694,Numbani,Papua New Guinea,Vulnerable,200,-7.5177,147.2991
2250,Nung Ven,Viet Nam,Vulnerable,200,23.15,105.2166
102,Ongamo,Kenya,Critically endangered,200,-2.932,37.4853
738,Orejón,Peru,Severely endangered,200,-2.7674,-72.9492
157,Pacific Gulf Yupik,United States of America,Severely endangered,200,58.1938,-155.6542
1860,Pipil,El Salvador,Critically endangered,200,13.722,-89.7195
2035,Saisiyat,China,Severely endangered,200,24.5977,121.0762
768,Sauk-Fox,United States of America,Critically endangered,200,41.9637,-92.5768
2702,Sepa,Papua New Guinea,Vulnerable,200,-4.3245,144.9755
2651,Shark Bay,Vanuatu,Vulnerable,200,-15.2987,167.1459
1264,Southern Chocho,Mexico,Severely endangered,200,17.6608,-97.335
2195,Theen,Lao People's Democratic Republic,Severely endangered,200,20.2022,102.8538
1344,Töitschu,Italy,Severely endangered,200,45.6913,7.8682
1406,|Xaise,Botswana,Critically endangered,200,-21.2458,26.1776
1546,Beaver,Canada,Definitely endangered,195,56.481,-121.8831
2357,Nootka,Canada,Severely endangered,185,49.2818,-126.0627
724,Tipai (Mexico),Mexico,Severely endangered,184,32,-116.1166
1627,Uru-eu-au-au,Brazil,Vulnerable,183,-11.6852,-63.6547
1262,Eastern Chocho,Mexico,Severely endangered,181,17.7223,-97.3213
2273,Bahonsuai,Indonesia,Definitely endangered,180,-2.2186,121.6845
2520,Bedoanas,Indonesia,Vulnerable,180,-2.7263,132.5582
1774,Jarawára,Brazil,Vulnerable,180,-7.2153,-65.0115
2541,Keder,Indonesia,Severely endangered,180,-2.043,139.0979
2385,Straits Salish,"Canada, United States of America",Severely endangered,180,48.4457,-123.4205
1705,Zo'é,Brazil,Vulnerable,177,0.7909,-57.1289
2363,Central Ojibwe,Canada,Definitely endangered,175,50.2275,-86.9635
190,Kuurinji,Australia,Definitely endangered,175,-18.1047,129.8474
2691,Mwatebu,Papua New Guinea,Definitely endangered,166,-10.0202,151.0537
2637,Zazao,Solomon Islands,Critically endangered,166,-8.1832,159.2269
948,"Zapotec of the Southern mountains, northwest lowlands",Mexico,Definitely endangered,164,16.6333,-96.95
2494,Pije,New Caledonia (France),Severely endangered,161,-20.7869,164.9487
574,Aweti,Brazil,Vulnerable,160,-12.2053,-53.3705
2512,Koro,Vanuatu,Definitely endangered,160,-14.3242,167.4728
211,Meriam Mir,Australia,Definitely endangered,160,-9.9201,144.0472
2695,Onjab,Papua New Guinea,Vulnerable,160,-9.2973,149.1613
2390,Tsimshian,Canada,Critically endangered,160,54.5016,-130.3832
1481,Chihuahua Lower Pima,Mexico,Definitely endangered,159,28.686,-106.1378
1482,Sonora Lower Pima,Mexico,Severely endangered,159,28.3716,-108.9265
155,Kaska,Canada,Severely endangered,155,61.9751,-132.4544
2023,Aikana,Brazil,Definitely endangered,150,-12.651,-60.3918
1452,Aleut (Eastern),United States of America,Critically endangered,150,54.7212,-164.4433
145,Aleut (Western),United States of America,Severely endangered,150,52.2304,-174.1978
2638,Amblong,Vanuatu,Definitely endangered,150,-15.4933,166.9846
1887,Arguni,Indonesia,Vulnerable,150,-2.6632,132.5418
1547,Assiniboine (United States of America),United States of America,Critically endangered,150,48.4466,-114.8783
2639,Baki,Vanuatu,Vulnerable,150,-16.7013,168.145
1877,Cacua,Colombia,Severely endangered,150,0.9166,-69.5
2213,Camarines Norte Agta,Philippines,Severely endangered,150,14.0135,122.8873
1796,Cubeo (Brazil),Brazil,Definitely endangered,150,1.2713,-67.8076
1458,Gwich'in (United States of America),United States of America,Severely endangered,150,68.1171,-145.5173
2504,Hiw,Vanuatu,Definitely endangered,150,-13.1343,166.5671
1669,Katxuyana-Xikuyána,Brazil,Vulnerable,150,2.043,-55.4589
480,Ket,Russian Federation,Severely endangered,150,62.6236,87.7148
154,Koyukon,United States of America,Critically endangered,150,66.3375,-151.1608
2646,Malmariv,Vanuatu,Vulnerable,150,-15.2656,166.9104
2199,Mt. Iraya Agta,Philippines,Definitely endangered,150,13.459,123.5467
737,Ocaina (Peru),Peru,Critically endangered,150,-2.8552,-71.9824
2696,Papapana,Papua New Guinea,Definitely endangered,150,-5.8974,155.2505
842,Quechan,United States of America,Definitely endangered,150,32.7279,-114.7255
2164,Southern Ayta,Philippines,Critically endangered,150,13.027,124.1549
504,Tundra Yukagir,Russian Federation,Critically endangered,150,69.1654,154.4732
1625,Tupari,Brazil,Definitely endangered,150,-12.0876,-62.4792
2577,Wari,Indonesia,Definitely endangered,150,-3.2173,138.4497
1034,Yavapai,United States of America,Severely endangered,150,34.5638,-112.4453
544,Mlabri,"Lao People's Democratic Republic, Thailand",Definitely endangered,149,18.4796,101.0961
490,Negidal,Russian Federation,Critically endangered,147,52.942,139.779
2705,Suarmin,Papua New Guinea,Definitely endangered,145,-5.0526,141.9818
1081,Kickapoo (Mexico),Mexico,Critically endangered,144,28,-101.75
2710,Wab,Papua New Guinea,Vulnerable,142,-5.6296,146.39
1358,Motocintlec,Mexico,Critically endangered,141,15.3709,-92.2484
2667,Dengalu,Papua New Guinea,Definitely endangered,140,-7.0572,146.3598
1413,Dimbong,Cameroon,Critically endangered,140,4.7078,10.6567
197,Kunbarlang,Australia,Severely endangered,140,-12.0661,134.0661
1954,Machineri (Bolivia),Bolivia (Plurinational State of),Severely endangered,140,-11.146,-69.0161
2571,Taworta,Indonesia,Vulnerable,140,-3.2776,138.7902
1401,ǂHoa,Botswana,Critically endangered,140,-24.1668,24.4885
1555,Handuri,India,Critically endangered,138,31.0011,77.3107
1859,Suruahá,Brazil,Vulnerable,136,-6.8828,-66.9726
142,Kutenai,"Canada, United States of America",Severely endangered,135,49.6467,-115.7372
2693,Nauna,Papua New Guinea,Vulnerable,130,-2.2159,148.1986
2367,Okanagan,"Canada, United States of America",Definitely endangered,130,50.3059,-119.3228
2697,Piu,Papua New Guinea,Definitely endangered,130,-6.9591,146.4257
2054,Ocaina (Colombia),Colombia,Severely endangered,126,-2,-71.5
666,Yuki,Bolivia (Plurinational State of),Severely endangered,125,-16.2463,-65.0061
1762,Asurini do Xingu,Brazil,Vulnerable,124,-3.9095,-52.4707
1457,Nahukwa,Brazil,Definitely endangered,124,-12.1043,-53.2944
2329,Aputai,Indonesia,Critically endangered,120,-7.6511,126.4086
2664,Budibud,Papua New Guinea,Vulnerable,120,-9.2973,153.6891
